"City","Population","Elevation","AdministrativeDivision","Country"
"Angol",51268,95.,"Araucania, Chile","Chile"
"Rengo",55757,3.1e2,"Libertador, Chile","Chile"
"Constitucion",41207,43.,"Maule, Chile","Chile"
"Limache",43999,1.2e2,"Valparaiso, Chile","Chile"
"Padre Hurtado",38768,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Padre las Casas",72892,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Santa Cruz",34914,1.7e2,"Libertador, Chile","Chile"
"Paine",32766,3.9e2,"Metropolitana, Chile","Chile"
"Concon",37169,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Villarrica",49184,2.3e2,"Araucania, Chile","Chile"
"San Carlos",51035,1.8e2,"Bio Bio, Chile","Chile"
"Cauquenes",38522,1.5e2,"Maule, Chile","Chile"
"Curanilahue",32288,1.5e2,"Bio Bio, Chile","Chile"
"Castro",41667,37.,"Los Lagos, Chile","Chile"
"Lampa",29250,6.2e2,"Metropolitana, Chile","Chile"
"Molina",40329,2.5e2,"Maule, Chile","Chile"
"Ancud",40819,9.,"Los Lagos, Chile","Chile"
"Machali",42572,5.5e2,"Libertador, Chile","Chile"
"Parral",38922,1.7e2,"Maule, Chile","Chile"
"La Union",36447,44.,"Los Ríos, Chile","Chile"
"Puerto Varas",44578,1.e2,"Los Lagos, Chile","Chile"
"La Ligua",32131,1.7e2,"Valparaiso, Chile","Chile"
"Arauco",34902,14.,"Bio Bio, Chile","Chile"
"Victoria",32448,3.6e2,"Araucania, Chile","Chile"
"Tocopilla",24247,1.2e2,"Antofagasta, Chile","Chile"
"Graneros",30320,4.8e2,"Libertador, Chile","Chile"
"El Monte",26459,2.7e2,"Metropolitana, Chile","Chile"
"Illapel",30074,3.6e2,"Coquimbo, Chile","Chile"
"San Vicente",22572,2.1e2,"Libertador, Chile","Chile"
"San Javier",40189,93.,"Maule, Chile","Chile"
"Lebu",23722,10.,"Bio Bio, Chile","Chile"
"Mulchen",27557,1.4e2,"Bio Bio, Chile","Chile"
"Lautaro",34268,2.2e2,"Araucania, Chile","Chile"
"Nacimiento",26523,96.,"Bio Bio, Chile","Chile"
"Cañete",34537,66.,"Bio Bio, Chile","Chile"
"Aisen",22421,"QuantityMagnitude[Missing[""NotAvailable""]]","Aisen, Chile","Chile"
"Isla de Maipo",19547,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Quintero",25299,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Nogales",21856,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Chillan Viejo",30907,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Nueva Imperial",29366,44.,"Araucania, Chile","Chile"
"Mostazal",23430,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Cabrero",27595,1.3e2,"Bio Bio, Chile","Chile"
"Diego de Almagro",15731,9.4e2,"Atacama, Chile","Chile"
"Chimbarongo",33446,3.1e2,"Libertador, Chile","Chile"
"Natales",19116,"QuantityMagnitude[Missing[""NotAvailable""]]","Magallanes, Chile","Chile"
"Curacautín",16508,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Los Alamos",19494,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Llaillay",22659,3.9e2,"Valparaiso, Chile","Chile"
"Laja",22288,66.,"Bio Bio, Chile","Chile"
"Collipulli",23321,2.6e2,"Araucania, Chile","Chile"
"Panguipulli",32525,1.9e2,"Los Ríos, Chile","Chile"
"Curacavi",16211,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Donihue",18764,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Cartagena",22738,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Casablanca",24537,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Loncoche",21458,1.1e2,"Araucania, Chile","Chile"
"Rio Bueno",31366,62.,"Los Ríos, Chile","Chile"
"Hualqui",22892,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Traiguen",17164,1.9e2,"Araucania, Chile","Chile"
"Pucón",22081,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Quellon",23992,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Monte Patria",30056,4.8e2,"Coquimbo, Chile","Chile"
"Caldera",16150,"QuantityMagnitude[Missing[""NotAvailable""]]","Atacama, Chile","Chile"
"Pitrufquen",21981,92.,"Araucania, Chile","Chile"
"San Clemente",39538,2.e2,"Maule, Chile","Chile"
"Purranque",20705,1.1e2,"Los Lagos, Chile","Chile"
"Chañaral",13143,"QuantityMagnitude[Missing[""NotAvailable""]]","Atacama, Chile","Chile"
"Vicuna",25085,6.2e2,"Coquimbo, Chile","Chile"
"Los Vilos",18275,"QuantityMagnitude[Missing[""NotAvailable""]]","Coquimbo, Chile","Chile"
"Salamanca",25326,5.e2,"Coquimbo, Chile","Chile"
"Llanquihue",13068,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Cabildo",19315,6.e2,"Valparaiso, Chile","Chile"
"Bulnes",20763,89.,"Bio Bio, Chile","Chile"
"Calbuco",32963,12.,"Los Lagos, Chile","Chile"
"Carahue",24377,11.,"Araucania, Chile","Chile"
"Yungay",16949,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Requinoa",26089,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Puchuncavi",11394,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Yumbel",20034,1.1e2,"Bio Bio, Chile","Chile"
"La Cruz",17310,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Lanco",15836,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Olmue",10655,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Calera de Tango",10291,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Paillaco",19088,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Taltal",11132,70.,"Antofagasta, Chile","Chile"
"Coelemu",15711,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Pirque",10000,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Andacollo",11093,8.e2,"Coquimbo, Chile","Chile"
"Los Lagos",18733,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Pichilemu",13916,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"San Jose de Maipo",9648,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Gorbea",13990,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Nancagua",15409,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Frutillar",16283,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Vilcun",22499,2.9e2,"Araucania, Chile","Chile"
"El Quisco",11329,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Mariquina",9163,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Cunco",15628,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Tucapel",13427,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Tierra Amarilla",12898,"QuantityMagnitude[Missing[""NotAvailable""]]","Atacama, Chile","Chile"
"Futrono",13736,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Tiltil",8456,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Hijuelas",15876,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Santa Maria",14452,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Mejillones",9218,"QuantityMagnitude[Missing[""NotAvailable""]]","Antofagasta, Chile","Chile"
"Olivar",13033,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Quirihue",12562,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Santa Barbara",13405,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Peumo",14112,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Freire",21890,1.1e2,"Araucania, Chile","Chile"
"Puren",11815,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Maria Elena",4543,"QuantityMagnitude[Missing[""NotAvailable""]]","Antofagasta, Chile","Chile"
"Las Cabras",21798,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"San Esteban",17090,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Quillon",16233,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Pozo Almonte",11465,"QuantityMagnitude[Missing[""NotAvailable""]]","Tarapaca, Chile","Chile"
"Putaendeo",7406,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Coihueco",25159,2.6e2,"Bio Bio, Chile","Chile"
"Santa Juana",13228,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Coltauco",17918,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Chepica",14425,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Maullin",15580,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Renaico",9850,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Catemu",13285,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Maule",38270,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Teno",27532,2.9e2,"Maule, Chile","Chile"
"Algarrobo",10217,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"El Tabo",8161,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Río Negro",14732,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Huasco",8977,"QuantityMagnitude[Missing[""NotAvailable""]]","Atacama, Chile","Chile"
"Teodoro Schmidt",14536,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Longavi",28499,1.5e2,"Maule, Chile","Chile"
"Fresia",11366,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Peralillo",10682,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Quinta de Tilcoco",12379,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Rinconada",9354,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Los Muermos",16132,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Combarbala",13605,"QuantityMagnitude[Missing[""NotAvailable""]]","Coquimbo, Chile","Chile"
"Calle Larga",13366,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Quilleco",9896,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Villa Alegre",14695,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Codegua",12495,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Negrete",9394,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Hualane",9303,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Colbun",17619,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Sagrada Familia",17569,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Pichidegua",18225,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Dalcahue",13076,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Pica",4013,"QuantityMagnitude[Missing[""NotAvailable""]]","Tarapaca, Chile","Chile"
"San Ignacio",4951,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Zapallar",7339,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Santo Domingo",8860,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Malloa",12342,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Retiro",18754,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Porvenir",5907,"QuantityMagnitude[Missing[""NotAvailable""]]","Magallanes, Chile","Chile"
"Chonchi",12959,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Petorca",4655,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"El Carmen",12277,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Papudo",5026,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Pinto",10673,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Lumaco",9440,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Tolten",10291,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Coinco",6709,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Chaiten",5071,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Chanco",9003,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Licanten",6689,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Puyehue",11368,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Pelluhue",6620,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Florida",8916,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Pemuco",8300,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Mafil",7006,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Punitaqui",10418,"QuantityMagnitude[Missing[""NotAvailable""]]","Coquimbo, Chile","Chile"
"Corral",5084,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Romeral",14203,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Los Sauces",7169,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Galvarino",3624,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"San Pablo",10162,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Freirina",6038,"QuantityMagnitude[Missing[""NotAvailable""]]","Atacama, Chile","Chile"
"San Rafael",7964,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Quinchao",3544,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Lonquimay",9925,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Puerto Octay",10236,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"San Nicolas",3483,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Ercilla",8466,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"San Rosendo",3398,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Curepto",9380,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Rauco",9543,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Chile Chico",4627,"QuantityMagnitude[Missing[""NotAvailable""]]","Aisen, Chile","Chile"
"Perquenco",6530,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Panquehue",6837,"QuantityMagnitude[Missing[""NotAvailable""]]","Valparaiso, Chile","Chile"
"Saavedra",11384,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Rio Claro",12844,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Alhué",4435,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Cisnes",4964,"QuantityMagnitude[Missing[""NotAvailable""]]","Aisen, Chile","Chile"
"Litueche",6118,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Tirua",9644,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Empedrado",4253,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Contulmo",5515,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Hualaihue",2470,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Melipeuco",5590,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Marchihue",6855,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Lago Ranco",9575,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Ríos, Chile","Chile"
"Cochrane",2976,"QuantityMagnitude[Missing[""NotAvailable""]]","Aisen, Chile","Chile"
"Paredones",6100,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Lolol",6630,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Placilla",2172,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Palmilla",11844,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Pencahue",7924,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"San Pedro de Atacama",5605,"QuantityMagnitude[Missing[""NotAvailable""]]","Antofagasta, Chile","Chile"
"Antuco",3862,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Cabo de Hornos",1677,"QuantityMagnitude[Missing[""NotAvailable""]]","Magallanes, Chile","Chile"
"Queilen",5164,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Puerto Williams",1952,6.,"Magallanes, Chile","Chile"
"Curarrehue",6624,"QuantityMagnitude[Missing[""NotAvailable""]]","Araucania, Chile","Chile"
"Pelarco",7632,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Canela",9182,"QuantityMagnitude[Missing[""NotAvailable""]]","Coquimbo, Chile","Chile"
"Portezuelo",4903,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Maria Pinto",1714,"QuantityMagnitude[Missing[""NotAvailable""]]","Metropolitana, Chile","Chile"
"Quemchi",8405,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Quilaco",3850,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Yerbas Buenas",16738,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Cobquecura",5043,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"San Fabian",3780,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Ninhue",5268,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Guaitecas",1473,"QuantityMagnitude[Missing[""NotAvailable""]]","Aisen, Chile","Chile"
"La Estrella",3327,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Vichuquen",1394,"QuantityMagnitude[Missing[""NotAvailable""]]","Maule, Chile","Chile"
"Ranquil",5762,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Putre",1366,"QuantityMagnitude[Missing[""NotAvailable""]]","Tarapaca, Chile","Chile"
"Treguaco",5227,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"Futaleufu",2297,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Niquen",1161,"QuantityMagnitude[Missing[""NotAvailable""]]","Bio Bio, Chile","Chile"
"La Higuera",4285,"QuantityMagnitude[Missing[""NotAvailable""]]","Coquimbo, Chile","Chile"
"San Juan de la Costa",8831,"QuantityMagnitude[Missing[""NotAvailable""]]","Los Lagos, Chile","Chile"
"Navidad",5324,"QuantityMagnitude[Missing[""NotAvailable""]]","Libertador, Chile","Chile"
"Hanga Roa",5035,11.,"Valparaiso, Chile","Chile"
"Bogotá",8080734,2.6e3,"Distrito Capital, Colombia","Colombia"
"Medellin",2989705,1.4e3,"Antioquia, Colombia","Colombia"
"Cali",2445281,9.7e2,"Valle del Cauca, Colombia","Colombia"
"Barranquilla",1232766,42.,"Atlantico, Colombia","Colombia"
"Cartagena",1036412,19.,"Bolivar, Colombia","Colombia"
"Cucuta",567664,3.3e2,"Norte de Santander, Colombia","Colombia"
"Bucaramanga",521857,9.6e2,"Santander, Colombia","Colombia"
"Soledad",502736,16.,"Atlantico, Colombia","Colombia"
"Ibague",481790,1.3e3,"Tolima, Colombia","Colombia"
"Soacha",522442,2.6e3,"Cundinamarca, Colombia","Colombia"
"Santa Marta",507324,90.,"Magdalena, Colombia","Colombia"
"Villavicencio",516802,4.6e2,"Meta, Colombia","Colombia"
"Pereira",474335,1.4e3,"Risaralda, Colombia","Colombia"
"Manizales",400154,2.1e3,"Caldas, Colombia","Colombia"
"Bello",533973,1.5e3,"Antioquia, Colombia","Colombia"
"Valledupar",315396,1.7e2,"Cesar, Colombia","Colombia"
"Pasto",312377,2.5e3,"Narino, Colombia","Colombia"
"Buenaventura",423927,2.,"Valle del Cauca, Colombia","Colombia"
"Monteria",460223,16.,"Cordoba, Colombia","Colombia"
"Neiva",295961,5.e2,"Huila, Colombia","Colombia"
"Itagui",231340,1.6e3,"Antioquia, Colombia","Colombia"
"Armenia",292008,1.4e3,"Quindio, Colombia","Colombia"
"Floridablanca",271728,9.1e2,"Santander, Colombia","Colombia"
"Popayán",284949,1.8e3,"Cauca, Colombia","Colombia"
"Palmira",350000,1.e3,"Valle del Cauca, Colombia","Colombia"
"Sincelejo",279031,1.8e2,"Sucre, Colombia","Colombia"
"Dos Quebradas",189622,1.4e3,"Risaralda, Colombia","Colombia"
"Envigado",199276,2.1e3,"Antioquia, Colombia","Colombia"
"Barrancabermeja",191704,75.,"Santander, Colombia","Colombia"
"Tulua",206610,9.7e2,"Valle del Cauca, Colombia","Colombia"
"Tunja",191878,2.9e3,"Boyaca, Colombia","Colombia"
"Riohacha",150549,6.,"La Guajira, Colombia","Colombia"
"Maicao",103124,46.,"La Guajira, Colombia","Colombia"
"Girardot",97834,2.9e2,"Cundinamarca, Colombia","Colombia"
"Sogamoso",112790,2.5e3,"Boyaca, Colombia","Colombia"
"Giron",125497,7.e2,"Santander, Colombia","Colombia"
"Florencia",163323,2.7e2,"Caqueta, Colombia","Colombia"
"Apartado",165964,27.,"Antioquia, Colombia","Colombia"
"Cartago",124242,9.2e2,"Valle del Cauca, Colombia","Colombia"
"Buga",98203,9.7e2,"Valle del Cauca, Colombia","Colombia"
"Quibdo",126384,38.,"Choco, Colombia","Colombia"
"Facatativa",134522,2.6e3,"Cundinamarca, Colombia","Colombia"
"Malambo",99726,8.,"Atlantico, Colombia","Colombia"
"Yopal",118484,3.6e2,"Casanare, Colombia","Colombia"
"Piedecuesta",97816,1.e3,"Santander, Colombia","Colombia"
"Duitama",113105,2.5e3,"Boyaca, Colombia","Colombia"
"Zipaquira",126409,2.6e3,"Cundinamarca, Colombia","Colombia"
"Cienaga",91900,7.,"Magdalena, Colombia","Colombia"
"Fusagasuga",139805,1.7e3,"Cundinamarca, Colombia","Colombia"
"Tumaco",88845,6.,"Narino, Colombia","Colombia"
"Yumbo",95151,9.9e2,"Valle del Cauca, Colombia","Colombia"
"Ocana",98229,1.2e3,"Norte de Santander, Colombia","Colombia"
"Chia",129652,2.6e3,"Cundinamarca, Colombia","Colombia"
"Magangue",123906,16.,"Bolivar, Colombia","Colombia"
"Ipiales",77565,2.9e3,"Narino, Colombia","Colombia"
"Caucasia",83707,61.,"Antioquia, Colombia","Colombia"
"Aguachica",72600,1.6e2,"Cesar, Colombia","Colombia"
"Jamundi",119532,9.7e2,"Valle del Cauca, Colombia","Colombia"
"Sabanalarga",79884,94.,"Atlantico, Colombia","Colombia"
"Villa del Rosario",80497,4.2e2,"Norte de Santander, Colombia","Colombia"
"Los Patios",77588,4.e2,"Norte de Santander, Colombia","Colombia"
"Chinchina",47929,1.5e3,"Caldas, Colombia","Colombia"
"Rionegro",76023,2.1e3,"Antioquia, Colombia","Colombia"
"La Dorada",98600,1.8e2,"Caldas, Colombia","Colombia"
"Pitalito",62934,1.3e3,"Huila, Colombia","Colombia"
"Arauca",73049,1.3e2,"Arauca, Colombia","Colombia"
"Turbaco",69099,1.9e2,"Bolivar, Colombia","Colombia"
"Funza",75350,2.5e3,"Cundinamarca, Colombia","Colombia"
"Mosquera",82750,2.5e3,"Cundinamarca, Colombia","Colombia"
"Sahagun",50460,80.,"Cordoba, Colombia","Colombia"
"Santa Rosa de Cabal",60018,1.7e3,"Risaralda, Colombia","Colombia"
"Madrid",77627,2.6e3,"Cundinamarca, Colombia","Colombia"
"Espinal",57273,3.2e2,"Tolima, Colombia","Colombia"
"Calarca",59817,1.6e3,"Quindio, Colombia","Colombia"
